0.047244,1
0.102362,1
0.173228,1
0.251969,1
0.259843,1
0.283465,1
0.275591,1
0.275591,1
0.259843,1
0.307087,1
0.314961,1
0.307087,1
0.291339,1
0.307087,1
0.307087,1
0.330709,1
0.322835,1
0.307087,1
0.275591,1
0.322835,1
0.307087,1
0.456693,0
0.535433,0
0.614173,0
0.614173,0
0.708661,0
0.708661,0
0.551181,0
0.606299,0
0.685039,0
0.692913,0
0.716535,0
0.724409,0
0.708661,0
0.724409,0
0.661417,0
0.740157,0
0.716535,0
0.716535,0
0.645669,0
0.629921,0
0.669291,0
0.645669,0
0.677165,0
0.724409,0
0.692913,0
0.653543,0
0.669291,0
0.755906,0
0.708661,0
0.622047,0
0.669291,0
0.763780,0
0.748031,0
0.732283,0
0.661417,0
0.740157,0
0.811024,0
0.803150,0
0.748031,0
0.748031,0
0.755906,0
0.692913,0
0.622047,0
0.614173,1
0.614173,1
0.590551,1
0.566929,1
0.598425,1
0.677165,0
0.614173,0
0.606299,1
0.645669,0
0.716535,0
0.622047,0
0.598425,1
0.598425,1
0.629921,0
0.685039,0
0.763780,0
0.755906,0
0.606299,1
0.614173,0
0.716535,0
0.692913,0
0.622047,0
0.708661,0
0.700787,0
0.669291,0
0.614173,0
0.622047,0
0.622047,0
0.598425,1
0.653543,0
0.685039,0
0.724409,0
0.692913,0
0.716535,0
0.692913,0
0.716535,0
0.724409,0
0.700787,0
0.637795,0
0.669291,0
0.590551,1
0.708661,0
0.622047,0
0.661417,0
0.559055,1
0.590551,1
0.708661,0
0.708661,0
0.716535,0
0.755906,0
0.755906,0
0.708661,0
0.622047,0
0.669291,0
0.661417,0
0.708661,0
0.748031,0
0.724409,0
0.740157,0
0.748031,0
0.692913,0
0.708661,0
0.661417,0
0.692913,0
0.653543,0
0.677165,0
0.803150,0
0.787402,0
0.763780,0
0.700787,0
0.653543,0
0.653543,0
0.637795,0
0.614173,1
0.566929,1
0.661417,0
0.661417,0
0.677165,0
0.622047,1
0.566929,1
0.653543,0
0.614173,1
0.653543,0
0.708661,0
0.732283,0
0.724409,0
0.661417,0
0.645669,0
0.669291,0
0.724409,0
0.637795,0
0.645669,0
0.795276,0
0.787402,0
0.700787,0
0.692913,0
0.708661,0
0.755906,0
0.669291,0
0.692913,0
0.700787,0
0.669291,0
0.724409,0
0.724409,0
0.645669,0
0.543307,1
0.724409,0
0.771654,0
0.748031,0
0.834646,0
0.740157,0
0.755906,0
0.716535,0
0.732283,0
0.732283,0
0.708661,0
0.716535,0
0.645669,0
0.598425,1
0.692913,0
0.716535,0
0.661417,0
0.685039,0
0.590551,1
0.629921,1
0.708661,0
0.748031,0
0.708661,0
0.645669,0
0.669291,0
0.692913,0
0.700787,0
0.732283,0
0.748031,0
0.763780,0
0.755906,0
0.748031,0
0.771654,0
0.740157,0
0.724409,0
0.677165,0
0.661417,0
0.748031,0
0.779528,0
0.614173,1
0.637795,1
0.409449,1
0.433071,1
0.464567,1
0.433071,1
0.511811,1
0.582677,1
0.645669,0
0.677165,0
0.661417,0
0.685039,0
0.724409,0
0.700787,0
0.653543,0
0.716535,0
0.645669,0
0.629921,1
0.598425,1
0.566929,1
0.629921,1
0.669291,0
0.708661,0
0.692913,0
0.724409,0
0.708661,0
0.669291,0
0.653543,0
0.700787,0
0.748031,0
0.755906,0
0.708661,0
0.685039,0
0.685039,0
0.755906,0
0.669291,0
0.661417,0
0.692913,0
0.748031,0
0.724409,0
0.543307,1
0.629921,1
0.700787,0
0.803150,0
0.763780,0
0.716535,0
0.724409,0
0.811024,0
0.637795,1
0.677165,0
0.692913,0
0.629921,1
0.669291,0
0.645669,1
0.606299,1
0.614173,1
0.669291,0
0.661417,0
0.677165,0
0.590551,1
0.543307,1
0.685039,0
0.716535,0
0.677165,0
0.685039,0
0.645669,0
0.645669,0
0.614173,1
0.574803,1
0.614173,1
0.590551,1
0.685039,0
0.708661,0
0.677165,0
0.685039,0
0.700787,0
0.692913,0
0.669291,0
0.692913,0
0.606299,1
0.629921,1
0.503937,1
0.582677,1
0.590551,1
0.606299,1
0.622047,1
0.669291,0
0.614173,1
0.598425,1
0.677165,0
0.685039,0
0.724409,0
0.716535,0
0.700787,0
0.677165,0
0.732283,0
0.740157,0
0.763780,0
0.724409,0
0.740157,0
0.732283,0
0.700787,0
0.700787,0
0.732283,0
0.645669,0
0.590551,1
0.748031,0
1.000000,0
0.811024,0
0.669291,0
0.708661,0
0.724409,0
0.826772,0
0.803150,0
0.661417,0
0.669291,0
0.685039,0
0.692913,0
0.669291,0
0.708661,0
0.708661,0
0.661417,0
0.716535,0
0.779528,0
0.740157,0
0.692913,0
0.582677,1
0.692913,0
0.771654,0
0.771654,0
0.740157,0
0.669291,0
0.700787,0
0.653543,0
0.637795,1
0.795276,0
0.740157,0
0.708661,0
0.692913,0
0.700787,0
0.685039,0
0.763780,0
0.787402,0
0.732283,0
0.685039,0
0.653543,0
0.692913,0
0.724409,0
0.779528,0
0.787402,0
0.763780,0
0.740157,0
0.677165,0
0.677165,0
0.653543,0
0.637795,1
0.692913,0
0.724409,0
0.724409,0
0.755906,0
0.685039,0
0.708661,0
0.645669,1
0.669291,0
0.653543,0
0.637795,1
0.645669,1
0.716535,0
0.771654,0
0.708661,0
0.748031,0
0.779528,0
0.818898,0
0.779528,0
0.771654,0
0.803150,0
0.724409,0
0.755906,0
0.795276,0
0.771654,0
0.700787,0
0.732283,0
0.740157,0
0.779528,0
0.795276,0
0.771654,0
0.771654,0
0.708661,0
0.645669,1
0.543307,1
0.354331,1
0.574803,1
0.708661,0
0.716535,0
0.661417,0
0.700787,0
0.614173,1
0.669291,0
0.685039,0
0.677165,0
0.700787,0
0.716535,0
0.740157,0
0.771654,0
0.740157,0
0.629921,1
0.598425,1
0.590551,1
0.748031,0
0.763780,0
0.669291,0
0.677165,0
0.645669,1
0.700787,0
0.755906,0
0.748031,0
0.653543,1
0.669291,0
0.716535,0
0.700787,0
0.708661,0
0.692913,0
0.614173,1
0.622047,1
0.724409,0
0.685039,0
0.677165,0
0.661417,0
0.661417,0
0.661417,0
0.645669,1
0.700787,0
0.732283,0
0.716535,0
0.645669,1
0.645669,1
0.724409,0
0.763780,0
0.755906,0
0.732283,0
0.740157,0
0.700787,0
0.685039,0
0.700787,0
0.685039,0
0.732283,0
0.748031,0
0.724409,0
0.724409,0
0.677165,0
0.732283,0
0.803150,0
0.811024,0
0.748031,0
0.771654,0
0.811024,0
0.818898,0
0.826772,0
0.881890,0
0.826772,0
0.787402,0
0.795276,0
0.826772,0
0.795276,0
0.755906,0
0.763780,0
0.787402,0
0.811024,0
0.748031,0
0.763780,0
0.795276,0
0.763780,0
0.755906,0
0.755906,0
0.748031,0
0.771654,0
0.763780,0
0.755906,0
0.748031,0
0.771654,0
0.755906,0
0.771654,0
0.787402,0
0.763780,0
0.779528,0
0.779528,0
0.763780,0
0.771654,0
0.826772,0
0.795276,0
0.818898,0
0.850394,0
0.842520,0
0.858268,0
0.874016,0
0.897638,0
0.905512,0
0.929134,0
0.921260,0
0.913386,0
0.905512,0
0.984252,0
